NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK
NARCOTICS,POSS: BARBITUATES,SIDEWALK
BATTERY,AGG PO HANDS NO/MIN INJURY,JAIL / LOCK-UP FACILITY
BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,CHA APARTMENT
ASSAULT,AGGRAVATED: OTHER DANG WEAPON,CHA APARTMENT
THEFT,ATTEMPT THEFT,FACTORY/MANUFACTURING BUILDING
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT
OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET
MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",DRIVEWAY - RESIDENTIAL
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,SIDEWALK
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SMALL RETAIL STORE
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,"SCHOOL, PUBLIC, BUILDING"
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER
INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE
ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET
BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE
ASSAULT,PRO EMP HANDS NO/MIN INJURY,STREET
THEFT,FINANCIAL ID THEFT:$300 &UNDER,SMALL RETAIL STORE
THEFT,PURSE-SNATCHING,STREET
MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET
ARSON,BY FIRE,STREET
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB
DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,PARKING LOT/GARAGE(NON.RESID.)
THEFT,DELIVERY CONTAINER THEFT,VEHICLE-COMMERCIAL
MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,SMALL RETAIL STORE
ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING"
BURGLARY,HOME INVASION,RESIDENCE
CRIMINAL TRESPASS,TO VEHICLE,STREET
CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,PARKING LOT/GARAGE(NON.RESID.)
OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,STREET
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE
CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,WAREHOUSE
SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE
PUBLIC PEACE VIOLATION,BOMB THREAT,"SCHOOL, PUBLIC, BUILDING"
ROBBERY,ARMED: OTHER FIREARM,RESIDENCE
ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET
DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE
CRIMINAL TRESPASS,TO VEHICLE,DRIVEWAY - RESIDENTIAL
NARCOTICS,POSS: AMPHETAMINES,SIDEWALK
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE
OTHER OFFENSE,LICENSE VIOLATION,GAS STATION
CRIM SEXUAL ASSAULT,PREDATORY,DAY CARE CENTER
THEFT,POCKET-PICKING,CTA BUS
MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",STREET
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE
DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,BAR OR TAVERN
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA STATION
NARCOTICS,POSS: COCAINE,STREET
NARCOTICS,POSS: HALLUCINOGENS,ALLEY
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE
OTHER OFFENSE,FIREARM REGISTRATION VIOLATION,RESIDENCE
ASSAULT,AGGRAVATED: OTHER DANG WEAPON,ALLEY
THEFT,ATTEMPT THEFT,STREET
DECEPTIVE PRACTICE,FORGERY,DRUG STORE
BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT
THEFT,ATTEMPT THEFT,STREET
OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE
OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,VEHICLE NON-COMMERCIAL
SEX OFFENSE,PUBLIC INDECENCY,PARK PROPERTY
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,OTHER
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE
SEX OFFENSE,PUBLIC INDECENCY,PARK PROPERTY
NARCOTICS,FOUND SUSPECT NARCOTICS,"SCHOOL, PUBLIC, BUILDING"
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE)
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK
NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET
NARCOTICS,POSS: COCAINE,PARKING LOT/GARAGE(NON.RESID.)
DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,RESIDENCE
SEX OFFENSE,ATT CRIM SEXUAL ABUSE,HOTEL/MOTEL
SEX OFFENSE,CRIMINAL SEXUAL ABUSE,"SCHOOL, PUBLIC, BUILDING"
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,RESIDENCE
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE
DECEPTIVE PRACTICE,BOGUS CHECK,BANK
WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING"
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,POLICE FACILITY/VEH PARKING LOT
OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,SIDEWALK
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,GROCERY FOOD STORE
CRIMINAL DAMAGE,TO STATE SUP PROP,"SCHOOL, PUBLIC, BUILDING"
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,CHA PARKING LOT/GROUNDS
ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING"
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET
NARCOTICS,POSS: COCAINE,VEHICLE NON-COMMERCIAL
MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET
OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE
OFFENSE INVOLVING CHILDREN,CONTRIBUTE CRIM DELINQUENCY JUVENILE,APARTMENT
HOMICIDE,FIRST DEGREE MURDER,BASEMENT
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,SIDEWALK
ARSON,ATTEMPT ARSON,CREDIT UNION
DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE
DECEPTIVE PRACTICE,BOGUS CHECK,BANK
GAMBLING,GAME/CARDS,OTHER
MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",STREET
MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET
MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",PARKING LOT/GARAGE(NON.RESID.)
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,COMMERCIAL / BUSINESS OFFICE
DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,RESIDENCE
BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,"SCHOOL, PRIVATE, BUILDING"
ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE
DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,RESIDENCE
ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET
CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE
DECEPTIVE PRACTICE,FORGERY,RESIDENCE
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET
BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE
OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE
DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE
ARSON,ATTEMPT ARSON,APARTMENT
ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,ALLEY
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE PORCH/HALLWAY
HOMICIDE,FIRST DEGREE MURDER,STREET
NARCOTICS,POSS: COCAINE,PARK PROPERTY
LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,PARK PROPERTY
MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET
CRIMINAL DAMAGE,TO STATE SUP PROP,CTA PLATFORM
OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE
MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET
OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,APARTMENT
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,SMALL RETAIL STORE
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,APARTMENT
BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING"
PUBLIC PEACE VIOLATION,MOB ACTION,"SCHOOL, PUBLIC, BUILDING"
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE
OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,GAS STATION
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE
SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE
HOMICIDE,FIRST DEGREE MURDER,HOUSE
CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL/MOTEL
INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,CHA PARKING LOT/GROUNDS
THEFT,PURSE-SNATCHING,SIDEWALK
KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,RESIDENCE
OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,RESIDENCE
OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,PARKING LOT/GARAGE(NON.RESID.)
ROBBERY,AGGRAVATED VEHICULAR HIJACKING,BANK
NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK
OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,OTHER
PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,OTHER RAILROAD PROP / TRAIN DEPOT
BATTERY,AGGRAVATED OF A CHILD,RESIDENCE
THEFT,POCKET-PICKING,CTA TRAIN
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,"SCHOOL, PUBLIC, BUILDING"
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,PARKING LOT/GARAGE(NON.RESID.)
HOMICIDE,FIRST DEGREE MURDER,STREET
CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE
ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,ALLEY
BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE
DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,BANK
BURGLARY,HOME INVASION,APARTMENT
DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,VEHICLE NON-COMMERCIAL
OTHER OFFENSE,OTHER WEAPONS VIOLATION,ALLEY
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE
BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,"SCHOOL, PUBLIC, BUILDING"
STALKING,SIMPLE,RESIDENCE
THEFT,ATTEMPT THEFT,STREET
OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,CREDIT UNION
LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,RESTAURANT
DECEPTIVE PRACTICE,BOGUS CHECK,BANK
DECEPTIVE PRACTICE,FORGERY,STREET
DECEPTIVE PRACTICE,BOGUS CHECK,ATM (AUTOMATIC TELLER MACHINE)
INTIMIDATION,INTIMIDATION,OTHER
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SIDEWALK
THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT
DECEPTIVE PRACTICE,FORGERY,RESIDENCE
OTHER OFFENSE,OBSCENE TELEPHONE CALLS,APARTMENT
OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,APARTMENT
ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,CTA PLATFORM
CRIMINAL DAMAGE,TO STATE SUP PROP,POLICE FACILITY/VEH PARKING LOT
NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET
MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET
THEFT,POCKET-PICKING,STREET
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE
BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE
MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESIDENCE
OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET
ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE
DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",VEHICLE NON-COMMERCIAL
PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,OTHER
THEFT,POCKET-PICKING,BAR OR TAVERN
DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE
THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE
INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,ALLEY
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET
OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT
OTHER OFFENSE,OBSCENE TELEPHONE CALLS,RESIDENCE
OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,STREET
SEX OFFENSE,ATT CRIM SEXUAL ABUSE,SIDEWALK
WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING"
BATTERY,AGG PO HANDS NO/MIN INJURY,POLICE FACILITY/VEH PARKING LOT
NARCOTICS,FOUND SUSPECT NARCOTICS,STREET
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE
CRIMINAL TRESPASS,TO RESIDENCE,CHA APARTMENT
BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,"SCHOOL, PUBLIC, BUILDING"
OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE
BURGLARY,HOME INVASION,APARTMENT
OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET
CRIMINAL DAMAGE,TO STATE SUP PROP,CHA APARTMENT
DECEPTIVE PRACTICE,IMPERSONATION,RESIDENCE
MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",PARKING LOT/GARAGE(NON.RESID.)
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,BAR OR TAVERN
ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK
ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET
OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE
DECEPTIVE PRACTICE,EMBEZZLEMENT,RESIDENCE
OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,VEHICLE NON-COMMERCIAL
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESTAURANT
ROBBERY,ARMED: OTHER DANGEROUS WEAPON,HOTEL/MOTEL
CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA PLATFORM
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,PARKING LOT/GARAGE(NON.RESID.)
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET
LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,TAVERN/LIQUOR STORE
DECEPTIVE PRACTICE,BOGUS CHECK,RESTAURANT
ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,SIDEWALK
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE
ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET
ASSAULT,PRO EMP HANDS NO/MIN INJURY,RESIDENCE
NARCOTICS,MANU/DELIVER: HEROIN (WHITE),OTHER
NARCOTICS,POSS: HEROIN(BRN/TAN),RESIDENCE
BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,CTA BUS
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK
BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,SIDEWALK
ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING"
BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE
INTIMIDATION,COMPELLING ORG MEMBERSHIP,"SCHOOL, PUBLIC, BUILDING"
OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,OTHER
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE
THEFT,POCKET-PICKING,RESIDENCE
THEFT,PURSE-SNATCHING,CTA TRAIN
NARCOTICS,POSSESSION OF DRUG EQUIPMENT,ALLEY
THEFT,ATTEMPT THEFT,VEHICLE NON-COMMERCIAL
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER
ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SMALL RETAIL STORE
DECEPTIVE PRACTICE,BOGUS CHECK,STREET
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE
DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,HOTEL/MOTEL
DECEPTIVE PRACTICE,BOGUS CHECK,BANK
BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,ABANDONED BUILDING
OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,RESIDENCE
BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE
KIDNAPPING,CHILD ABDUCTION/STRANGER,STREET
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET
DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE
DECEPTIVE PRACTICE,BOGUS CHECK,COMMERCIAL / BUSINESS OFFICE
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET
DECEPTIVE PRACTICE,FORGERY,SMALL RETAIL STORE
BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING"
CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT
THEFT,POCKET-PICKING,RESTAURANT
